,债券唯一标识(年份-季度-证券代码),发债主体评级发布时间(中诚信证券评估有限公司),发债主体评级类型(中诚信证券评估有限公司),发债主体评级信用等级(中诚信证券评估有限公司),发债主体评级评估机构(中诚信证券评估有限公司),发债主体评级投资等级(中诚信证券评估有限公司),发债主体评级预期(中诚信证券评估有限公司),发债主体评级等级含义(中诚信证券评估有限公司),发债主体评级发布时间(标准普尔评级服务公司),发债主体评级类型(标准普尔评级服务公司),发债主体评级信用等级(标准普尔评级服务公司),发债主体评级评估机构(标准普尔评级服务公司),发债主体评级投资等级(标准普尔评级服务公司),发债主体评级预期(标准普尔评级服务公司),发债主体评级等级含义(标准普尔评级服务公司),发债主体评级发布时间(联合资信评估有限公司),发债主体评级类型(联合资信评估有限公司),发债主体评级信用等级(联合资信评估有限公司),发债主体评级评估机构(联合资信评估有限公司),发债主体评级投资等级(联合资信评估有限公司),发债主体评级预期(联合资信评估有限公司),发债主体评级等级含义(联合资信评估有限公司),发债主体评级发布时间(联合信用评级有限公司),发债主体评级类型(联合信用评级有限公司),发债主体评级信用等级(联合信用评级有限公司),发债主体评级评估机构(联合信用评级有限公司),发债主体评级投资等级(联合信用评级有限公司),发债主体评级预期(联合信用评级有限公司),发债主体评级等级含义(联合信用评级有限公司),发债主体评级发布时间(中债资信评估有限责任公司),发债主体评级类型(中债资信评估有限责任公司),发债主体评级信用等级(中债资信评估有限责任公司),发债主体评级评估机构(中债资信评估有限责任公司),发债主体评级投资等级(中债资信评估有限责任公司),发债主体评级预期(中债资信评估有限责任公司),发债主体评级等级含义(中债资信评估有限责任公司),发债主体评级发布时间(穆迪公司),发债主体评级类型(穆迪公司),发债主体评级信用等级(穆迪公司),发债主体评级评估机构(穆迪公司),发债主体评级投资等级(穆迪公司),发债主体评级预期(穆迪公司),发债主体评级等级含义(穆迪公司),发债主体评级发布时间(大公国际资信评估有限公司),发债主体评级类型(大公国际资信评估有限公司),发债主体评级信用等级(大公国际资信评估有限公司),发债主体评级评估机构(大公国际资信评估有限公司),发债主体评级投资等级(大公国际资信评估有限公司),发债主体评级预期(大公国际资信评估有限公司),发债主体评级等级含义(大公国际资信评估有限公司),发债主体评级发布时间(中诚信国际信用评级有限责任公司),发债主体评级类型(中诚信国际信用评级有限责任公司),发债主体评级信用等级(中诚信国际信用评级有限责任公司),发债主体评级评估机构(中诚信国际信用评级有限责任公司),发债主体评级投资等级(中诚信国际信用评级有限责任公司),发债主体评级预期(中诚信国际信用评级有限责任公司),发债主体评级等级含义(中诚信国际信用评级有限责任公司)
590,2009-4-011101002.IB,,,,,,,,,,,,,,,20091015,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2009-2-011104003.IB,,,,,,,,,,,,,,,20090619,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2010-4-011102001.IB,,,,,,,,,,,,,,,20101208,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2016-2-011105005.IB,,,,,,,,,,,,,,,,,,,,,,20160601,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,20160525,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
594,2010-3-011101004.IB,,,,,,,,,,,,,,,20100707,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2010-3-011101003.IB,,,,,,,,,,,,,,,20100707,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2009-4-011001001.IB,,,,,,,,,,,,,,,20091015,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2019-2-011104003.IB,,,,,,,,,,,,,,,,,,,,,,20190619,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2016-2-011001002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160622,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20160413,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
599,2014-1-011101002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140324,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
600,2018-1-011001001.IB,20180126,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2018-4-011001001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181228,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
602,2012-2-011001002.IB,,,,,,,,,,,,,,,20120511,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20120410,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
603,2013-3-011101002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130729,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
604,2012-4-011102003.IB,,,,,,,,,,,,,,,20121226,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20121226,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20121015,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
605,2010-3-011101001.IB,,,,,,,,,,,,,,,20100707,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2014-2-011104001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140606,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20140401,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
607,2012-2-011101005.IB,,,,,,,,,,,,,,,20120511,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20120410,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
608,2017-3-011105002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
609,2014-1-011105002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140319,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
610,2013-3-011101003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130729,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
611,2011-4-011102005.IB,,,,,,,,,,,,,,,20111227,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111130,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
612,2010-1-011105005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100122,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
613,2015-2-011102005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150410,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20150511,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
614,2011-3-011001002.IB,,,,,,,,,,,,,,,20110902,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2015-3-011105004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150930,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
616,2019-3-011102002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190708,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
617,2015-1-011001002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150122,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
618,2011-1-011101005.IB,,,,,,,,,,,,,,,20110128,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2012-2-011101001.IB,,,,,,,,,,,,,,,20120511,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20120410,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
620,2014-3-011105002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140707,长期信用评级,AAA-,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
621,2019-2-011101001.IB,20190618,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20190613,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20190621,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20190628,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
622,2013-4-011101004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131226,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
623,2011-4-011101004.IB,,,,,,,,,,,,,,,20111020,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20111231,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,20111114,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
624,2010-3-011105002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100722,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
625,2019-2-011102004.IB,,,,,,,,,,,,,,,20190614,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20190626,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20190620,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
626,2013-4-011101001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131226,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
627,2015-1-011105004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150109,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
628,2013-2-011101001.IB,,,,,,,,,,,,,,,20130624,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20130416,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",20130511,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
629,2008-1-011102002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20080321,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
630,2017-1-011102005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170217,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
631,2009-1-011101005.IB,,,,,,,,,,,,,,,20090305,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,2018-2-011101003.IB,20180621,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20180626,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20180425,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,20180625,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
633,2014-2-011105003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140604,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
634,2012-3-011101002.IB,,,,,,,,,,,,,,,20120814,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2013-4-011102003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131024,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
636,2007-4-011104001.IB,,,,,,,,,,,,,,,20071022,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2009-2-011104001.IB,,,,,,,,,,,,,,,20090619,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2016-2-011105004.IB,,,,,,,,,,,,,,,,,,,,,,20160601,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,20160525,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
639,2011-1-011001001.IB,,,,,,,,,,,,,,,20110128,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2015-3-011101002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150730,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
641,2016-1-011001001.IB,,,,,,,,,,,,,,,20160120,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20160314,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20160330,长期信用评级,Aa3,穆迪公司,投资级,负面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
642,2012-3-011101004.IB,,,,,,,,,,,,,,,20120814,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2011-3-011101005.IB,,,,,,,,,,,,,,,20110902,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2013-1-011103001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130305,长期信用评级,AAA,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20130327,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
645,2012-1-011102002.IB,,,,,,,,,,,,,,,20120213,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,2017-4-011104001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171227,长期信用评级,A1,穆迪公司,投资级,稳定,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高,,,,,,,,,,,,,,
647,2018-2-011103001.IB,,,,,,,,,,,,,,,,,,,,,,20180523,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,20180622,长期信用评级,AAA,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
648,2011-3-011001001.IB,,,,,,,,,,,,,,,20110902,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
